Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Billie Eilish,Lost Cause,spotify:track:4191RXFPa7Ge9XkA4cWlna,6,0.702,0.526,0.334,0.00782,10,0.0586,-8.491,0,0.251,74.966,0.522
"Leto, PLK",Train de vie (feat. PLK),spotify:track:2VXeQ7moo4zfT6EFO3Cwse,6,0.314,0.739,0.585,0,1,0.0998,-7.605,1,0.195,143.849,0.708
Gazo,JEUX DANGEREUX,spotify:track:5s4nWxnucgO7YPfoPGxR1e,6,0.333,0.672,0.699,1.18e-06,2,0.114,-6.646,0,0.223,160.034,0.741
"Leto, Guy2Bezbar",Fly,spotify:track:4kLzX7Z3DmzUWsp9ZDK4gf,6,0.414,0.748,0.692,0,8,0.0942,-6.154,1,0.261,139.983,0.552
Jul,"Cassage de nuques, pt. 4",spotify:track:4ik5xNgCimGENgiCkzYgkA,6,0.449,0.695,0.874,0,7,0.105,-4.12,1,0.36,179.784,0.801
SDM,Cette année-là,spotify:track:41NJluEub1MMcwkUo411an,6,0.177,0.455,0.578,0,10,0.088,-7.692,0,0.283,85.351,0.616
Laylow,LOST FOREST,spotify:track:1SWNxL41LgHnQNu9hFkHGY,6,0.167,0.713,0.57,0,3,0.102,-8.34,0,0.379,139.853,0.55
"Gazo, M Huncho",M.A.L.A (feat. M Huncho),spotify:track:63Rv4Exb1rc43qYL9AOXsa,6,0.293,0.795,0.552,0,10,0.159,-7.405,0,0.0776,139.946,0.684
DA Uzi,Moi-même,spotify:track:1j4G5pQPkthUUweFrNNggI,6,0.232,0.614,0.689,0,9,0.314,-6.4,0,0.0455,178.335,0.361
SDM,Hier encore,spotify:track:14dTFTpVyhz1YU8J04Bs37,6,0.466,0.65,0.597,5.04e-06,7,0.152,-8.266,1,0.254,131.663,0.359
"Amaarae, Kali Uchis, Moliy",SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),spotify:track:09gysnJpfQ3ublBmJDfcEC,6,0.433,0.87,0.523,2.07e-05,1,0.113,-8.052,0,0.0602,110.02,0.319
Niska,Paris,spotify:track:0ApBt9e7LSkrHhJ2SZbHk2,6,0.389,0.46,0.52,0,0,0.137,-7.274,0,0.202,84.851,0.603
"Leto, Guy2Bezbar",Fais de l'argent,spotify:track:5a96UhbVvqjmI4dEXr7wLb,6,0.0478,0.852,0.558,5.84e-06,10,0.346,-8.383,0,0.206,113.04,0.562
PLK,Perdu,spotify:track:3AnpGCsXVwOcMUUghfl4KP,6,0.15,0.853,0.532,0,4,0.0801,-10.066,0,0.441,133.129,0.741
Bad Bunny,Yonaguni,spotify:track:2JPLbjOn0wPCngEot2STUS,6,0.276,0.644,0.648,0,1,0.135,-4.601,1,0.118,179.951,0.44
"Dinos, SCH",Ma Baby,spotify:track:2jEGvVyqXUxsHAELiW9YuH,6,0.333,0.828,0.801,6.15e-05,1,0.0841,-5.242,0,0.132,129.984,0.369
Vegedream,Madame Djé (Djenaba),spotify:track:2eRkKP3iv3Xb7nQunGBr6Y,6,0.0608,0.788,0.69,8.32e-05,6,0.092,-5.637,0,0.0703,102.1,0.818
Tiakola,Sans nouvelle,spotify:track:1wlksYa0f0F5IXEt4DOXHC,6,0.548,0.704,0.615,0,10,0.0872,-9.116,1,0.387,65.292,0.816
Justin Bieber,Mistletoe,spotify:track:7xapw9Oy21WpfEcib2ErSA,6,0.498,0.657,0.56,0,6,0.0794,-9.049,0,0.0467,161.993,0.854
"Kerchak, Favé",Génération Miracle (feat. Favé),spotify:track:6bfiUF4IITa600jdiLDaYJ,6,0.319,0.608,0.795,0,1,0.096,-6.665,0,0.358,82.7,0.715
"Tayc, Jason Derulo, MASIDI",No No No,spotify:track:6m7iJFdgcvd200qJtSa8Wx,6,0.0902,0.688,0.718,0.000764,11,0.516,-5.669,0,0.0492,102.078,0.652
MHD,Petit coeur,spotify:track:5tymKTS9ZIejeNq8kFsscF,6,0.29,0.742,0.661,1.07e-05,5,0.118,-9.441,0,0.0832,116.99,0.353
"Le classico organisé, Houari, PLK, Jul, Rim'K, Solda, Timal, L'Algérino, Hornet La Frappe",À la rue marié,spotify:track:50zfmdWu5AFf3iYRzpsane,6,0.261,0.812,0.845,0,6,0.0709,-6.921,1,0.201,132.933,0.872
"SCH, Dinos",Marginaux (feat. Dinos),spotify:track:67PWiuodhQW3lAANwQpYjY,6,0.0571,0.891,0.609,0,7,0.102,-5.118,1,0.115,115.001,0.645
"Fresh, SCH",Spéciale,spotify:track:6OxnhCRysP2WZwBBwaTttj,6,0.0518,0.865,0.466,0,1,0.0311,-8.291,1,0.55,140.088,0.355
Laylow,WINDOW SHOPPER PART. 1,spotify:track:29GT81KcfMhfYV1BSpL3p2,6,0.0244,0.782,0.618,0,11,0.392,-7.866,1,0.374,94.931,0.78
"Chilla, DAVINHOR, Vicky R, Le Juiice, Bianca Costa",AHOO - From the documentary Reines,spotify:track:6mxI9sRRNPhsDBcltWGLE9,6,0.138,0.816,0.683,3.81e-06,7,0.0367,-6.793,1,0.119,149.997,0.806
"Doja Cat, The Weeknd",You Right,spotify:track:0k4d5YPDr1r7FX77VdqWez,6,0.0164,0.828,0.621,0.00233,8,0.0845,-6.414,1,0.0565,128.986,0.436
"SDM, Green Montana",Nwar sur Nwar,spotify:track:4QVznVau5Vsj7pSUTwGXAi,6,0.281,0.731,0.523,0.000249,7,0.144,-7.7,0,0.0378,137.039,0.55
"DJ Hamida, SAF",Ma bébé (Mi amor),spotify:track:58wSjVjdGxi1gi2RFTMObE,6,0.039,0.779,0.862,0,6,0.119,-5.459,1,0.0546,106.987,0.937
"Dosseh, Tiakola","Plus belle la vie, plus belle la mort",spotify:track:79MRbiyZFHSPDQkezu3DeM,6,0.332,0.743,0.761,0,2,0.234,-6.102,0,0.0461,161.976,0.557
"Dosseh, Momsii",Branché,spotify:track:6mh6vp2c7zK00E1jLbcDhA,6,0.146,0.615,0.628,0,1,0.148,-6.041,1,0.492,118.446,0.596
Jul,Tchyco,spotify:track:415gr71n4klw9goyOZgQGS,6,0.125,0.768,0.796,1.67e-06,6,0.141,-4.986,0,0.0607,119.983,0.467
"Favé, Gazo",Flashback,spotify:track:02RGARryimtGfuawXbKj8P,6,0.395,0.764,0.564,0,6,0.0667,-6.93,0,0.0802,141.97,0.729
Tate McRae,greedy,spotify:track:3rUGC1vUpkDG9CZFHMur1t,6,0.256,0.75,0.733,0,6,0.114,-3.18,0,0.0319,111.018,0.844
"Unité, Heuss L'enfoiré, Gazo, SLK",Kalitada,spotify:track:2B8rIiQqnNeH8NXv9A2rbm,6,0.205,0.782,0.677,0,5,0.149,-5.72,0,0.0591,140.009,0.892
Ziak,Flocko,spotify:track:5ZU4NxNn0D8N2zabIEhrU5,6,0.0413,0.884,0.647,0,6,0.0796,-6.962,0,0.513,143.048,0.513
Jul,Tragique,spotify:track:1MUZxW6nE7oNud9jHD9QLU,6,0.218,0.868,0.836,3.04e-06,2,0.0938,-5.833,0,0.0298,127.971,0.968
Jul,Transporteur,spotify:track:1IzcKLlmlt0KieHMCdNdlC,6,0.127,0.898,0.936,2.64e-06,4,0.128,-4.901,1,0.31,146.969,0.843
The Neighbourhood,Sweater Weather,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,6,0.0495,0.612,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,0.398
Red Hot Chili Peppers,Black Summer,spotify:track:2a5cbTg2UIi784t9E2wT35,6,0.0267,0.417,0.682,0.000669,1,0.109,-5.071,1,0.0295,105.542,0.351
"Le classico organisé, SCH, Rim'K, Jul, Soprano, Oxmo Puccino, Lino, R.E.D.K., Calbo",Légendaire,spotify:track:6oPyFMWpT0oDeShTjcneDK,6,0.394,0.66,0.845,0,8,0.114,-5.456,0,0.416,95.355,0.661
"Dinos, Ninho",Portes Suicide,spotify:track:6ZcKyt3c0bnJjn4igDFrzf,6,0.34,0.886,0.655,1.55e-05,2,0.054,-5.194,0,0.321,108.781,0.832
Christophe Willem,PS : Je t'aime,spotify:track:3S6gQlWNWtAmz73M8LZKZw,6,0.0125,0.888,0.597,1.51e-06,11,0.15,-6.132,0,0.0564,120.014,0.674
SCH,Actes,spotify:track:1A18fWpnZE3Lwrm4JCjbGa,4,0.444,0.776,0.589,1.01e-06,9,0.101,-7.156,0,0.0694,119.81,0.313
Kekra,Pull Up 2.0,spotify:track:0n0TO1GKtlzfgxenR2P4aD,4,0.334,0.761,0.489,3.12e-06,10,0.0832,-10.045,0,0.104,135.965,0.414
SCH,Blanc Bleu,spotify:track:1o0h9KfmBQYJYEvBorkCiM,4,0.276,0.885,0.575,0,3,0.104,-8.133,0,0.315,104.971,0.395
Jul,Le charbon c'est le casino,spotify:track:0iX7dJegar7JYkaC3V6qY6,4,0.436,0.697,0.702,0,2,0.154,-5.918,0,0.298,95.128,0.573
Stromae,Mauvaise journée,spotify:track:0jbGm0dpPUnr8omDSpLKW6,4,0.647,0.569,0.669,0,7,0.137,-8.849,0,0.18,73.882,0.705
"Maes, Jul",Dybala,spotify:track:4Nfak8iMF4kQfQ6Pa8Z79m,4,0.256,0.729,0.721,0,10,0.111,-5.83,0,0.0761,132.304,0.537
Nej,Ma Raison,spotify:track:2HdMG6lrSnoFGZKieExhqy,4,0.221,0.715,0.836,8.35e-05,11,0.0975,-5.034,0,0.161,82.01,0.425
"CKay, Franglish",love nwantiti (feat. Franglish) - French Remix,spotify:track:5FqaXHqw79ILxvJUKvOzxc,4,0.535,0.607,0.756,3.61e-05,1,0.107,-5.611,1,0.273,185.838,0.44
Siaka,Los Angeles,spotify:track:4GB4R2CJe5kLrjWTusDR8p,4,0.767,0.79,0.575,2.82e-06,3,0.109,-9.229,0,0.283,137.108,0.444
SCH,Lilou Dallas,spotify:track:2GgkH0MWw40xMXcwljb4mk,4,0.291,0.648,0.496,0.0575,8,0.119,-6.74,1,0.193,127.928,0.161
"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),spotify:track:7KA4W4McWYRpgf0fWsJZWB,4,0.371,0.558,0.559,7.49e-06,6,0.109,-9.222,1,0.0959,78.558,0.62
Niska,Canelo,spotify:track:0qPAUzGoux1vXyuA7wo3NG,4,0.258,0.588,0.66,0,9,0.0636,-5.775,1,0.38,134.0,0.776
"Le classico organisé, DENZO, Moubarak, A-Deal, Naps, Rémy, Jul, AP du 113, Oussagaza, Manny, M.O Bourbier",Quitte à les décevoir,spotify:track:0soTXv8kbpIJ5GR4YT9bCI,4,0.476,0.786,0.691,0,9,0.116,-5.084,0,0.17,140.064,0.715
PLK,Panama Bende,spotify:track:0h5KJnkDMA8fZswm7thalY,4,0.174,0.586,0.525,0,11,0.132,-8.976,0,0.315,81.85,0.277
Sam Smith,I'm Not The Only One,spotify:track:5QM0SsyzmBM0pbFY52Xj1X,4,0.529,0.677,0.485,2.04e-05,5,0.0766,-5.795,1,0.0361,82.001,0.493
"Niska, Tiakola",Joe Pesci,spotify:track:2k6HLTTqqCDnymPqfiALHM,4,0.358,0.626,0.547,0,7,0.101,-8.222,1,0.299,105.164,0.631
"Pop Smoke, Dua Lipa",Demeanor (feat. Dua Lipa),spotify:track:3DMs7bahbQTnoxCjgP7qoK,4,0.336,0.675,0.608,0,3,0.11,-6.934,0,0.103,99.865,0.728
SCH,Blue Bahamas,spotify:track:5iAIYZr0t6sDNTTRv2evVI,4,0.057,0.784,0.736,7.34e-06,11,0.105,-7.679,1,0.307,143.945,0.612
Leto,Petit frère,spotify:track:5tSjmJiCwaTHCfRsSYpY0w,4,0.0904,0.635,0.687,0,6,0.0953,-7.485,1,0.116,172.472,0.441
SCH,Vivienne Westwood,spotify:track:1p8r0CMfNikjvBIorZF2Is,4,0.39,0.904,0.614,0.000298,7,0.0988,-8.16,1,0.369,124.961,0.359
"Leto, MHD",Christian Dior (feat. MHD),spotify:track:2FCRrLMXTL5AMsm9xt7oZD,4,0.444,0.789,0.593,1.5e-06,11,0.0912,-6.898,0,0.224,131.958,0.515
"Freeze corleone, ASHE 22",INTRO,spotify:track:6ordwXBJO5kkcTUZAp08cI,4,0.922,0.749,0.447,0.000206,11,0.105,-6.442,0,0.0624,131.901,0.203
Leto,T'avais raison,spotify:track:1162aS7ZgDr6zmiw0Z6ma6,4,0.116,0.82,0.708,0,9,0.0758,-6.345,0,0.234,71.985,0.811
"Tayc, Marjinal",Ne doute pas,spotify:track:4Lyyzr02Rl5qgWhuFno1G3,4,0.199,0.731,0.679,0.101,3,0.108,-6.565,0,0.105,95.996,0.401
Leto,All Eyez On Me,spotify:track:4kb2Z4gHhmQTFOfkQiq5DH,4,0.137,0.791,0.641,5.82e-06,6,0.103,-7.864,0,0.256,141.957,0.944
"Leto, Cheu-B, Kepler",Truc en moi (feat. Cheu-B et Kepler),spotify:track:6HHWhSRLOmIca9WpGm2GZx,4,0.0775,0.807,0.709,1.46e-05,7,0.091,-5.232,1,0.0987,134.993,0.826
Werenoi,Rolls Royce,spotify:track:33KtDQsUTD89lXMCbgda0n,4,0.652,0.784,0.784,0,9,0.121,-5.281,0,0.278,129.849,0.744
Stromae,Mon amour,spotify:track:6lBCjH1gpm5sk9KBll9akT,4,0.386,0.476,0.609,0,11,0.0891,-8.869,1,0.309,172.384,0.887
SCH,Offshore,spotify:track:7FSBBwk1A5N9dlm0zMnAEM,4,0.121,0.508,0.689,0.00513,6,0.0971,-7.826,0,0.233,95.381,0.43
Stromae,Déclaration,spotify:track:78sMHGQBuBcD2a9cmwHghu,4,0.244,0.469,0.526,0,2,0.0759,-8.202,0,0.266,152.678,0.464
Mig,18 mars,spotify:track:0dbxGl99JiqZZbFOg64tin,4,0.374,0.703,0.839,0,6,0.305,-7.032,0,0.33,140.16,0.952
OBOY,Bétoile,spotify:track:4gY7xgejZaSBIZu6oFomJb,4,0.636,0.603,0.268,0,10,0.154,-12.761,1,0.0559,172.033,0.538
OBOY,Elvira,spotify:track:05o4kr6fEuiOglJ9Vrt7Eo,4,0.0844,0.825,0.379,0,2,0.1,-10.333,0,0.105,91.014,0.319
OBOY,Ariel,spotify:track:1wJzcqHAqx1BsRCppzXAj6,4,0.313,0.807,0.38,0,1,0.121,-11.276,0,0.149,92.943,0.0718
OBOY,Terrible,spotify:track:3M7qiBXcogT8WTZnVOm3aC,4,0.464,0.946,0.34,0,0,0.0888,-8.704,0,0.0986,121.953,0.814
"Doums, PLK",Mondeo (feat. PLK),spotify:track:5toyFAQcUhPbHoJdezob1t,4,0.611,0.882,0.682,0.149,0,0.0916,-5.345,0,0.122,101.986,0.738
"Timal, Morad",Nos vies,spotify:track:7sRQVZA2ybq06nVJA1gTaN,4,0.229,0.807,0.773,0.00095,5,0.0999,-5.712,0,0.0688,124.999,0.609
Zola,ZAZA,spotify:track:3qA5qgPKXsElkU8TRjNx7u,4,0.62,0.826,0.71,5.52e-06,8,0.208,-5.907,1,0.235,103.043,0.435
Josman,"Peace, Haine, Love",spotify:track:2Xm6MU14w5N6kuOnp9nU3H,4,0.224,0.895,0.382,0,2,0.1,-9.896,1,0.388,140.053,0.326
Josman,PLU$$$,spotify:track:5VfuiPIiEWVa7c8Nw0B9rL,4,0.126,0.863,0.614,0,5,0.107,-6.912,0,0.244,144.051,0.632
"Disiz, LUCASV",CASINO,spotify:track:7p6NSzWnUxZCkae3UIj0aY,4,0.667,0.547,0.525,0.0074,6,0.1,-10.78,0,0.0455,119.934,0.282
SCH,Aluminium,spotify:track:4h1XaZGJm0skvKAzjc8CtJ,4,0.198,0.911,0.493,0.00211,1,0.102,-9.145,1,0.0729,124.999,0.342
"Lacrim, Mister You",Reda - Partie 2,spotify:track:4Igu07hwi6lm9rCd6SJaF0,4,0.434,0.631,0.864,0,8,0.169,-5.46,1,0.478,98.133,0.642
Bhk220,BEP BEP BEP,spotify:track:3oQxSfRmGCgDzARma2IFPx,4,0.107,0.837,0.675,0.122,2,0.0997,-6.761,1,0.257,146.961,0.522
Zola,MAKE UP,spotify:track:637PqFl8HYdCuSQXhqwkOb,4,0.822,0.843,0.665,0.00511,3,0.0606,-6.75,0,0.116,127.926,0.617
"Josman, Guy2Bezbar",POP (feat. Guy2Bezbar),spotify:track:4IaKD3xuTWise6IxscuDHY,4,0.0395,0.793,0.616,0,1,0.17,-5.446,0,0.27,77.47,0.4
Drake,Champagne Poetry,spotify:track:2HSmyk2qMN8WQjuGhaQgCk,4,0.758,0.423,0.667,0,6,0.246,-7.012,0,0.326,86.743,0.496
Aya Nakamura,Bisous,spotify:track:7w2ZXVpgiCc7FCWbzbYDdj,4,0.157,0.817,0.585,0,8,0.486,-6.0,1,0.132,119.952,0.678
Jul,Rallumer le toupew,spotify:track:4MvME8pnBOj7ubcibauXCk,4,0.488,0.858,0.821,0.00036,4,0.0968,-5.141,0,0.361,137.994,0.693
"SCH, So La Lune",Transmission Automatique (feat. So La Lune),spotify:track:5wXNVsx3hBKgIFuKeesh9K,4,0.212,0.742,0.74,2.24e-06,11,0.109,-6.523,0,0.057,124.999,0.668
Werenoi,Intro Rolex,spotify:track:1e0bt0ceEbhimogdzWgcCQ,4,0.132,0.785,0.572,0,7,0.103,-9.833,1,0.11,82.491,0.232
"Lacrim, Mister You, Koba LaD, Niro, Le Rat Luciano",Reda - Partie 3,spotify:track:0YNw7sncP8iZdA2KJiac0B,4,0.497,0.65,0.694,0,10,0.0875,-6.246,0,0.528,120.113,0.248
Zola,CÔTÉ HUBLOT,spotify:track:0R6Hx28x5lgpIUWD6ltX7e,4,0.588,0.81,0.469,0.0174,7,0.383,-9.645,1,0.088,101.977,0.267
Jul,Flow mitraillette,spotify:track:5jI7gQjONtUMq7tVVLdq4S,4,0.414,0.821,0.851,0,1,0.0997,-4.576,0,0.306,145.981,0.782
OBOY,Cosmos,spotify:track:3UHp1ZNVPKAIZ3Dvjd7bvN,4,0.266,0.855,0.419,0,6,0.114,-8.375,0,0.185,136.945,0.378
SCH,83K,spotify:track:77GoFjP18yMFeSkdVosP1c,4,0.643,0.649,0.652,0.000665,7,0.117,-10.144,1,0.336,160.099,0.26
"Freeze corleone, ASHE 22",CARTIER,spotify:track:4I5We3zm0o8WCeydM98xBO,4,0.236,0.851,0.684,8.22e-06,8,0.0759,-7.04,0,0.437,138.017,0.483
"Davido, Musa Keys",UNAVAILABLE (feat. Musa Keys),spotify:track:2kaH2Z8ezDUKf6fNw250rZ,4,0.253,0.788,0.649,0.0136,2,0.12,-9.674,1,0.0532,113.009,0.229
"Zola, Ninho",Papers,spotify:track:3vmoC735YdyvsrF0HtbmGn,4,0.431,0.896,0.532,1.35e-05,8,0.221,-6.823,1,0.257,133.904,0.614
Stromae,Riez,spotify:track:4R0voYthb1112JJiUCeyBA,4,0.564,0.522,0.533,0,9,0.119,-8.134,0,0.179,127.83,0.659
Stromae,Pas vraiment,spotify:track:50bolTQzLQn8AC1QhjM3XP,4,0.236,0.577,0.499,0.000732,7,0.339,-9.202,0,0.327,87.212,0.511
Stromae,C’est que du bonheur,spotify:track:3QTsEZZ2qeahVOtliAvTHw,4,0.317,0.867,0.616,8.35e-05,7,0.106,-7.964,1,0.172,98.037,0.638
Stromae,Bonne journée,spotify:track:0i0ESj6M9eV8ck3LP07QzD,4,0.492,0.841,0.493,0,3,0.0927,-9.018,0,0.344,112.97,0.682
Stromae,Invaincu,spotify:track:2GiZ3sC2p1Cc2t2gbdMKsN,4,0.0273,0.552,0.728,0.000139,7,0.0996,-8.229,1,0.113,109.57,0.248
"Leto, Guy2Bezbar",TP1G,spotify:track:2t79H1R05PirgQNeF7slNP,4,0.0413,0.848,0.837,1.31e-06,2,0.252,-7.083,1,0.233,142.01,0.807
Zola,FROSTIES,spotify:track:4bGWT7GWjqaO1Sj9ZbUtEG,4,0.277,0.883,0.785,0,5,0.0737,-3.912,0,0.259,104.029,0.294
Werenoi,Tu connais,spotify:track:2QSswvVqhYPlZuWTua3uZb,4,0.374,0.663,0.792,0,1,0.192,-4.483,0,0.147,151.975,0.684
Zola,L'ARMOIRE,spotify:track:5R9ZGpFYnzW3WmVGk2uh4J,4,0.593,0.878,0.576,0,8,0.102,-6.076,0,0.208,111.067,0.243
"Larry, Maes",Colis (feat. Maes),spotify:track:1sVg7wSCOmUzJLqUmxOvj9,4,0.514,0.777,0.659,0,6,0.1,-5.973,0,0.039,101.991,0.425
David Guetta,Family Affair (Dance For Me),spotify:track:1dP519dbEob8H6wiouRdaY,4,0.0784,0.869,0.726,0,11,0.107,-5.654,0,0.0459,124.023,0.343
OBOY,Armada,spotify:track:0NOsqjim8zDnjXLYULEnqv,4,0.21,0.908,0.511,0.000195,1,0.0958,-9.037,0,0.0812,121.002,0.533
D0wzy,Bintou,spotify:track:6E3Spxo7WhVKeT7enII0a0,4,0.134,0.687,0.695,0,1,0.0947,-6.763,1,0.414,143.902,0.628
Zola,BRÛLURES INDIENNES,spotify:track:24vDSi6wZW34oY8sTrgQf7,4,0.56,0.848,0.404,1.47e-06,1,0.105,-7.36,0,0.243,103.95,0.416
DJ Fronteo,Toma Tussi Gasta La Plata - Remix,spotify:track:6o1bc10R4IfNkL3YVrxKgu,4,0.332,0.91,0.423,0.00132,3,0.16,-12.256,0,0.387,114.011,0.761
"Dala, Booba",32,spotify:track:0SwvCU6ZepHyruJgtXD3Om,4,0.274,0.516,0.588,0,4,0.145,-6.745,0,0.0852,92.942,0.129
Michael Bublé,Santa Claus Is Coming to Town,spotify:track:5Ber68jZ7ytegr2UISEdb7,4,0.785,0.594,0.389,0,10,0.0313,-7.109,1,0.0517,122.331,0.396
Lynda,Le coeur ou la raison,spotify:track:5e19nB0x3kkuIDPjfQx609,4,0.889,0.384,0.346,0,0,0.105,-5.935,0,0.0343,89.525,0.41
"SCH, Jul, Le Rat Luciano",Fantôme (feat. Le Rat Luciano et Jul),spotify:track:0OelIIzUQxwQuJJWa8ijw6,4,0.401,0.883,0.611,0,9,0.116,-7.289,1,0.302,113.989,0.737
Waïv,C’est bon,spotify:track:6fCvsOcrbk4dFVzs7Pr4fB,4,0.392,0.928,0.316,3.37e-05,1,0.245,-12.175,0,0.317,121.006,0.575
"Sadek, Vald",Alliance (feat. Vald),spotify:track:1IPDbkUOROrSUzWzojcfAg,4,0.452,0.87,0.749,0,10,0.109,-5.763,1,0.14,123.989,0.634
RK,Balboa,spotify:track:2F4crUYUiGNvUD4li56Tp2,4,0.222,0.785,0.662,2.48e-06,4,0.285,-7.463,0,0.391,146.101,0.483
Werenoi,Mauvaise,spotify:track:4v9cohT8ERXNMbYs34JI7V,4,0.344,0.827,0.652,0,2,0.144,-4.888,0,0.175,119.93,0.533
L2B,Bitume,spotify:track:6Bz3XzPurBj5poPqSHXHZB,4,0.284,0.791,0.586,0,0,0.134,-4.923,0,0.236,138.052,0.703
"Soso Maness, Leto",Favel (feat. Leto),spotify:track:4f4naiLQhNYCI7vnE0Yew0,4,0.269,0.897,0.85,0,7,0.125,-5.141,1,0.296,150.035,0.872
"Naps, Jul",Sans limites,spotify:track:2p7V1QEwmNpJS4Cr7KGGWo,4,0.126,0.762,0.861,0,0,0.0985,-5.03,0,0.0417,139.971,0.446
Ninho,Dis-moi que tu m'aimes,spotify:track:0u6HzAVFUBiKslzPF9G9vd,4,0.451,0.863,0.52,0,2,0.149,-6.047,0,0.366,107.032,0.516
"DJ Jeeh FDC, MC LCKaiique, MC Celo BK, DJ Menezes, DJ Arana",Forte Forte de Lacoste - Pra Começar o Final de Semana,spotify:track:5vdQUAFncALEH9EQvyAqIX,4,0.569,0.633,0.589,8.04e-06,11,0.242,-0.678,0,0.519,81.889,0.649
Niska,Paramètre,spotify:track:0Wb3davuTcZ6MwwXjs9Lok,4,0.103,0.592,0.701,0,3,0.122,-5.983,0,0.375,137.825,0.645
SCH,Assoces,spotify:track:65qLZYZ9jtjC4oHJlNz3RF,4,0.243,0.644,0.755,7.03e-06,3,0.092,-5.884,0,0.13,195.177,0.693
Post Malone,Motley Crew,spotify:track:40uMIn2zJLAQhNXghRjBed,4,0.0904,0.797,0.631,3.71e-06,3,0.0998,-3.818,0,0.0786,129.915,0.288
"Jul, NORDO",Je m'endors mal luné,spotify:track:51ZzvOw40MCYh6DnvL57mL,4,0.3,0.621,0.929,2.41e-06,9,0.234,-3.844,0,0.0709,96.039,0.762
Jul,Finito,spotify:track:2YO9bXw1PkccGEkAIRCZyE,4,0.65,0.714,0.529,0,9,0.104,-8.179,0,0.382,96.233,0.524
SDM,Van Damme,spotify:track:0F9nbagjqsn6nM8d1IxR3q,4,0.133,0.745,0.795,0,6,0.084,-5.563,0,0.22,122.295,0.499
Jul,Chagriné,spotify:track:66LXroHORH7UHp4OdHbmf3,4,0.233,0.844,0.812,4.19e-06,3,0.0909,-5.539,0,0.0682,88.009,0.878
Gazo,A$AP,spotify:track:10nCB4Iq9BI3aW2iEldiR9,4,0.0922,0.815,0.548,1.03e-05,1,0.149,-8.013,0,0.25,139.973,0.566
Yseult,Corps,spotify:track:7qx03NsIL42jM03zFphnRO,4,0.937,0.501,0.211,0.000574,5,0.102,-11.719,0,0.0386,77.784,0.131
SCH,Euro,spotify:track:1zPefdsgeLBNZjkxKstBrh,4,0.0553,0.877,0.585,4.86e-05,1,0.0523,-8.068,0,0.164,121.014,0.499
"Vladimir Cauchemar, Asdek, Laylow, Rim'K",Brrr,spotify:track:3bD9Zh2r81FCSrHLWmOmix,4,0.0242,0.87,0.657,0.000739,0,0.169,-4.795,1,0.23,120.037,0.712
"Benab, Timal",RS5,spotify:track:00GSNnSxVhNlQiJwuRGIGr,4,0.0607,0.718,0.889,0,1,0.0922,-3.082,1,0.0425,135.022,0.493
Jul,Mazé,spotify:track:26MSXbkXixHzbJG1Id9uOQ,4,0.308,0.824,0.89,0,5,0.105,-5.047,1,0.0931,131.963,0.847
Sia,Courage to Change,spotify:track:7FPJ3rncDYvcdgW11PhTMw,4,0.0927,0.307,0.606,0,11,0.357,-5.567,0,0.0347,78.828,0.11
Luv Resval,Cette fille,spotify:track:1q9UfGqscV5U8fqleN3qzK,4,0.717,0.839,0.553,4.38e-05,2,0.17,-7.269,1,0.227,99.994,0.362
Djadja & Dinaz,Croire,spotify:track:44FeMWf96yh69xdn25FZFy,4,0.449,0.53,0.505,1.18e-06,5,0.115,-8.076,0,0.156,81.752,0.415
"Naps, Sofiane, Kalif Hardcore",Chicha kaloud,spotify:track:7aAGyzvSuNBaXQWK8TeZIG,4,0.0243,0.931,0.699,0,11,0.0687,-5.395,0,0.129,124.017,0.872
iñigo quintero,Si No Estás,spotify:track:2HafqoJbgXdtjwCOvNEF14,4,0.827,0.537,0.421,0,5,0.138,-8.72,1,0.0285,98.224,0.524
"Zkr, PLK",Tu vois comment ?,spotify:track:6eS66pycu91zUl7v2kuU6q,4,0.22,0.854,0.664,0,11,0.0868,-7.386,0,0.117,122.052,0.553
"Naps, Wejdene",Chiron,spotify:track:5l9KE7ksArbVrF5peNq3zA,4,0.257,0.827,0.862,0,10,0.327,-5.769,0,0.0536,106.974,0.536
"Werenoi, SCH",Magot,spotify:track:69zAnyBtarXinChSUq925t,4,0.231,0.534,0.747,0,1,0.21,-6.412,0,0.315,98.229,0.523
Lucky Luke,Cooler Than Me,spotify:track:525GY0mXYnxajolwgS8Eaz,4,0.0595,0.889,0.716,0.0409,7,0.168,-6.146,1,0.0708,128.022,0.296
The Weeknd,Gasoline,spotify:track:3KyKxJ4P3pVCgaZwaq2rUC,4,0.000582,0.728,0.741,0.00206,6,0.33,-7.075,0,0.0473,123.006,0.31
BCBC,Be Together,spotify:track:5xGv1RILInWBzPC4aWGZWB,4,0.0632,0.753,0.724,0.0115,5,0.134,-5.701,0,0.0824,120.019,0.413
