Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
SCH,Corrida,spotify:track:0h5loK7awcpjgerjVSKHCg,8,0.0926,0.789,0.616,0,1,0.0975,-7.518,1,0.147,120.011,0.574
SCH,Zone à danger,spotify:track:4QAgUdcBSPz0TkqFCJmoRp,8,0.182,0.742,0.627,0,1,0.0891,-7.447,1,0.102,143.993,0.409
WarEnd,Sans nuances,spotify:track:4waXynr0ZvdD98abYYFmiY,8,0.0346,0.731,0.72,0,2,0.208,-6.497,0,0.405,127.007,0.47
Ninho,Chiraq,spotify:track:3gKjMuGpd9d7FE71rbdIwa,8,0.422,0.573,0.607,2.83e-06,4,0.128,-6.615,0,0.491,101.093,0.284
Tayc,London Fever,spotify:track:3itDCKPwr1kwOo9TIgycIA,8,0.241,0.63,0.593,0.000431,0,0.0822,-8.104,0,0.106,148.2,0.648
Kali Uchis,telepatía,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,8,0.112,0.653,0.524,0,11,0.203,-9.016,0,0.0502,83.97,0.553
"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,8,0.533,0.755,0.522,0,2,0.0685,-4.368,1,0.0575,89.96,0.925
Larry,Booster,spotify:track:0Vnmr0cgh7iJbjtKITDJ9S,8,0.0684,0.895,0.614,0.0015,7,0.115,-9.572,1,0.35,153.998,0.733
Ninho,Grands ensembles,spotify:track:6RUa5XeeFLPA0pCfHdILTJ,8,0.405,0.574,0.551,1.05e-06,5,0.189,-8.148,0,0.353,88.34,0.534
"Ninho, Omah Lay",Bad,spotify:track:3bmHBHh990jX1pTANKDPoe,8,0.363,0.542,0.58,0,2,0.0762,-5.592,0,0.256,87.881,0.434
Niska,Bolivienne,spotify:track:66ekL2hBXsDLZcC8on0hvX,8,0.182,0.799,0.674,3.68e-05,5,0.132,-5.898,0,0.0794,98.011,0.482
"YG Pablo, Sofiane Pamart, Josman",22h22,spotify:track:3kKalceD8teCndyyE3Gh7M,8,0.761,0.737,0.506,0.000252,3,0.104,-11.577,0,0.127,129.888,0.293
"Franglish, Aya Nakamura, Hamza",Djo,spotify:track:0zJNXNZwraYNRzTr7Vt8uO,8,0.0177,0.619,0.616,0.000966,0,0.0971,-5.432,1,0.326,110.672,0.557
Freeze corleone,Tse Chi Lop,spotify:track:2atifJyt3RvBk2c1USIZ9d,6,0.115,0.67,0.359,0,6,0.123,-15.094,1,0.216,94.929,0.273
Vald,Bien sûr - Bonus,spotify:track:3F4ujQNrH5qbEA8cAzxYUR,6,0.174,0.719,0.819,0,0,0.153,-4.282,0,0.278,143.052,0.824
Freeze corleone,Isshin Ashina,spotify:track:62crMRev17STkFMzAGsb1I,6,0.381,0.433,0.484,0,7,0.162,-11.092,1,0.415,79.179,0.414
"Bramsito, Maes",MPLT,spotify:track:5rkmsfagaA04jtOiqpeSso,6,0.229,0.881,0.619,0,5,0.0792,-6.629,0,0.0697,122.04,0.523
PNL,Blanka,spotify:track:295SxdR1DqunCNwd0U767w,6,0.23,0.798,0.564,1.83e-05,2,0.183,-5.98,1,0.047,108.004,0.394
Kaaris,Château noir,spotify:track:5L09CdaER796cCJOhik0D8,6,0.234,0.828,0.79,0,10,0.103,-7.094,0,0.226,140.039,0.727
Bekar,Magenta,spotify:track:1QrLZmyF1mq9zyMsZbPbNt,6,0.534,0.726,0.552,2.74e-06,1,0.0714,-7.666,0,0.0537,138.032,0.629
"Aya Nakamura, Stormzy",Plus Jamais (feat. Stormzy),spotify:track:7iZVBT6LV32t4l00p73VAw,6,0.373,0.605,0.419,0,1,0.128,-9.032,1,0.0342,152.161,0.291
SCH,Fournaise,spotify:track:0RJn54iW71JQg9g2ZJVAPF,6,0.158,0.787,0.506,0.00032,4,0.0892,-9.126,0,0.154,119.952,0.203
Eva,Ciel,spotify:track:4AatJM2epy561NZ8ScNrjP,6,0.837,0.579,0.43,0,4,0.0656,-8.554,0,0.0569,143.79,0.172
"No Limit, Dadju, Chris Brown, Skread",Goodbye,spotify:track:2s5Kg7XPzPfMMHRS4zndUV,6,0.134,0.775,0.669,0,0,0.123,-7.256,0,0.0693,93.017,0.337
Freeze corleone,L'homme méthode,spotify:track:4mlG91f97Aynu9CDTeQi7S,6,0.0415,0.636,0.53,0,1,0.33,-7.932,0,0.347,82.941,0.0364
Werenoi,Virus,spotify:track:4HyukTxrcVTDqFg1ECzjBp,6,0.0501,0.764,0.677,0.000615,4,0.316,-6.945,0,0.156,90.043,0.389
Bad Bunny,Moscow Mule,spotify:track:6Xom58OOXk2SoU711L2IXO,6,0.294,0.804,0.674,1.18e-06,5,0.115,-5.453,0,0.0333,99.968,0.292
Luidji,ALEXIS,spotify:track:1rvtenfxsnnxGWxSOZSrc7,6,0.658,0.481,0.442,0.1,1,0.845,-10.115,1,0.46,170.696,0.321
Booba,Signé,spotify:track:7gYpMsodGiFN0qMmz9FCTj,6,0.12,0.764,0.674,0.000108,0,0.139,-5.556,1,0.0665,128.04,0.268
"Gros Mo, Nekfeu",Paradis Artificiel,spotify:track:46b4vKpEdZ1cK0l33daooy,6,0.735,0.705,0.717,2.91e-05,0,0.0768,-6.549,1,0.0713,140.127,0.443
"Franglish, Tory Lanez",My Salsa,spotify:track:7IJIj326qJJA6oi6EpFCBD,6,0.276,0.841,0.574,0,4,0.0752,-6.183,0,0.0834,98.999,0.548
"Niro, Niska",A qui la faute (feat. Niska),spotify:track:2OXCeVFF5vu0bk45poTCos,6,0.13,0.883,0.528,0,1,0.0929,-6.671,1,0.389,135.017,0.238
"DENZO, Koba LaD",Trop dedans,spotify:track:5jJlwCBInuM3NcMPSzKEMq,6,0.195,0.771,0.588,0,7,0.0543,-8.782,0,0.145,130.037,0.586
"Gradur, Hamza",Mon BB,spotify:track:3E2A0uk8xtCGqgTsiz8Qug,6,0.0356,0.697,0.669,0.000262,7,0.139,-5.528,1,0.328,179.877,0.555
"Vegedream, Heuss L'enfoiré",C'est quoi le boulot,spotify:track:20tbggYegKwvYI9gEmJ9sM,6,0.0644,0.866,0.738,0,10,0.0602,-5.872,0,0.0962,108.049,0.825
Freeze corleone,Argent noir part. 3,spotify:track:7xZglzTyyvra7Egv1Q3Gcb,6,0.386,0.677,0.505,9e-06,9,0.131,-9.442,0,0.21,72.28,0.177
Nej,Ma colombe,spotify:track:0JKTwc3hkjyklHTs2j97kt,6,0.43,0.649,0.551,1.59e-06,8,0.183,-7.975,0,0.0525,133.2,0.286
Timal,La 15 (GSXR),spotify:track:7ou6xAiug6yizA6EMQQtUv,6,0.23,0.636,0.673,4.52e-06,2,0.15,-6.531,0,0.149,190.526,0.358
Brulux,Benzema,spotify:track:4sXLARdD7qG71UOZ21SY6L,6,0.123,0.849,0.812,0,6,0.172,-4.717,1,0.35,80.208,0.674
"Pop Smoke, Lil Baby, DaBaby",For The Night (feat. Lil Baby & DaBaby),spotify:track:0PvFJmanyNQMseIFrU708S,6,0.114,0.823,0.586,0,6,0.193,-6.606,0,0.2,125.971,0.347
Jul,Gigi,spotify:track:0qPKOJg7KdbZcm6bLTduO8,6,0.45,0.813,0.585,0,3,0.115,-8.666,0,0.327,142.087,0.604
OBOY,Quali,spotify:track:1FiWe3fM6toG3XapfJpJBY,6,0.248,0.722,0.511,0,6,0.0588,-6.443,0,0.0329,116.973,0.457
Jul,Cœur blessé,spotify:track:6f46hWVPrKyLLG8XVGMXhK,6,0.623,0.777,0.493,0,10,0.122,-7.428,0,0.0795,121.967,0.336
Jul,Faut pas (Extraterrestre),spotify:track:6e8HGI9sOV6CzAsbmxfNuN,6,0.292,0.925,0.612,4.6e-06,4,0.0832,-6.776,0,0.0663,123.023,0.783
Jul,Avec José,spotify:track:2WXnSSGToID9UFzIbDOxd4,6,0.199,0.823,0.665,0,9,0.0896,-6.779,0,0.186,156.009,0.75
"ASHE 22, Freeze corleone",Scellé Part. 3,spotify:track:02uSh14aUckmfTVj5MEhmg,6,0.483,0.725,0.649,1.23e-05,11,0.109,-8.391,1,0.237,146.19,0.766
Ninho,Branché sur snap,spotify:track:0aXmmrsk2ZcnAlclHqkJCD,6,0.0735,0.709,0.698,0,8,0.314,-5.004,0,0.298,89.972,0.632
Jul,Sur la Costa del Sol,spotify:track:3SaDCpnDdHiCTE2qz3YgNs,6,0.136,0.774,0.868,1.37e-05,0,0.176,-5.077,1,0.11,141.98,0.869
Joseph Kamel,Celui qui part,spotify:track:3iJQzmcPnLrTC7WOQ2kYUt,6,0.226,0.596,0.875,0,1,0.0813,-4.863,0,0.0471,150.071,0.64
"Laeti, Alonzo",Briller,spotify:track:6aCl0j71AwmXEOT602ntZ4,6,0.401,0.762,0.771,0,6,0.322,-6.431,0,0.204,119.853,0.707
Tyla,Water,spotify:track:5aIVCx5tnk0ntmdiinnYvw,6,0.0856,0.673,0.722,0,3,0.137,-3.495,0,0.0755,117.187,0.519
S-Crew,N'oublie pas,spotify:track:7M2kjdidDi0A2E4Knabggt,6,0.154,0.835,0.573,0.000925,2,0.119,-5.698,1,0.303,134.023,0.359
Mig,Pas de ralentir 3,spotify:track:5FPklgS6ivKsHbX3r4v1Xy,6,0.0853,0.735,0.798,0,11,0.183,-6.091,1,0.248,100.013,0.71
"DA Uzi, Freeze corleone",27 (feat. Freeze Corleone),spotify:track:5zabbpohr451G1sCSECESW,6,0.273,0.85,0.638,1.02e-06,3,0.095,-8.663,1,0.727,142.978,0.521
"Earth, Wind & Fire",September,spotify:track:4f2GB5ZC7vOUYPAg69N2Xw,6,0.131,0.684,0.864,0.00526,9,0.344,-4.819,1,0.0312,125.395,0.978
Eva,Baby Boy,spotify:track:6DdPeHn2Kc5weToqPO9anJ,6,0.137,0.718,0.762,4.58e-05,0,0.0577,-6.388,1,0.0374,93.014,0.41
Ninho,Dans la peau,spotify:track:4V2jAkCdJEfatC7iBy6GmK,6,0.2,0.788,0.727,0,1,0.276,-4.41,0,0.161,83.996,0.582
"PLK, SCH",Incontrolables,spotify:track:3BZFZbj6PNHjZgHTtAk5LA,6,0.331,0.763,0.657,0.0103,11,0.0981,-8.004,0,0.202,135.178,0.555
Ninho,Plus qu’eux,spotify:track:3XXoQ40P5yk3LczUTg0KDR,6,0.365,0.624,0.579,0,1,0.137,-7.512,1,0.509,119.93,0.431
"Kyo, Cœur De Pirate",Dernière danse,spotify:track:3UYc8Rc0hskiAzyvczieGl,6,0.433,0.5,0.688,0,5,0.0632,-6.954,1,0.0329,85.991,0.336
"Niska, Tiakola",Journée,spotify:track:1R0mCgczlcTI3K3FsKoXum,6,0.164,0.752,0.733,0,8,0.367,-6.178,0,0.198,83.501,0.539
Guy2Bezbar,Cracklanders,spotify:track:2Co99ii7IZ4qeMm0WCEnJC,6,0.154,0.637,0.678,8.12e-05,2,0.0836,-6.777,0,0.289,128.882,0.568
Tiakola,Coucher de soleil,spotify:track:5b8HQKrrfFII9kwOgDBmiK,6,0.372,0.489,0.43,0,1,0.108,-9.021,1,0.119,125.29,0.643
Marou Chenko,Potion,spotify:track:0cbPzY8hsoDJFxHRElgF4c,6,0.507,0.926,0.562,0,9,0.112,-8.289,1,0.228,123.045,0.526
Maes,Profesor,spotify:track:5rFGMNVHihuIRtfFWfeDUP,6,0.265,0.796,0.52,0,1,0.112,-9.746,0,0.325,132.992,0.411
Ninho,Edouard Nahum,spotify:track:2Cm9Rcjwhti6X76Qp4SyIH,6,0.327,0.713,0.618,3.26e-06,8,0.0997,-7.166,0,0.227,78.966,0.852
Ziak,Parasite,spotify:track:7DZZrxgHYPT0HsyiyEhTM7,6,0.109,0.887,0.588,0.000576,1,0.139,-6.042,1,0.284,140.007,0.515
Ninho,Respect,spotify:track:2DXLcRrA35gTqnqcbMVH0j,6,0.686,0.662,0.575,1.47e-06,0,0.0777,-7.967,0,0.502,72.475,0.421
Mastu,Déprime,spotify:track:3FLjIW7M7zOxzSHkPaBvOJ,6,0.162,0.796,0.587,0,7,0.138,-7.319,0,0.0587,99.995,0.615
PLK,Hubert et Saïd,spotify:track:0D9rH9AWYV1zdi7P41B1hC,6,0.0984,0.782,0.582,0,10,0.124,-9.525,0,0.111,118.127,0.682
Tiakola,Soza,spotify:track:4TdKWdXDQlxzt8UPPIGT1i,6,0.103,0.767,0.58,0.00093,2,0.111,-6.372,0,0.058,106.928,0.68
Ziak,Vrai / Faux,spotify:track:7c8hPeNvH3bWnQPqaVBIst,6,0.478,0.884,0.66,0,8,0.0979,-8.033,0,0.443,116.133,0.585
"MALTY 2BZ, Kerchak",TN,spotify:track:4JVzcsudruWNDSuauowWVx,6,0.00846,0.716,0.68,1.43e-05,11,0.45,-6.006,1,0.274,160.082,0.677
"Dadju, Gazo",Picsou,spotify:track:4Hmax4uIOpoUZm8xY5ofCV,6,0.259,0.709,0.586,0,2,0.12,-7.323,0,0.156,148.009,0.813
Hamza,Only U,spotify:track:6mq2UNgparrHZkswdKEPdX,6,0.497,0.548,0.475,0,3,0.104,-9.574,0,0.588,154.699,0.468
Cardi B,Up,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,6,0.0012,0.868,0.795,0.0193,11,0.0461,-6.044,1,0.269,166.0,0.819
"Freeze corleone, ASHE 22",SCELLÉ PART. 4,spotify:track:3P2Krq5kHjtGgSXgdZrdmZ,6,0.298,0.592,0.684,0,10,0.123,-5.106,0,0.433,146.98,0.364
"Fresh La Douille, Mig",2 Mi-temps (feat. Mig),spotify:track:280FpheYYqPqR91LnfqqQo,6,0.157,0.65,0.734,0,0,0.123,-6.664,0,0.399,145.978,0.688
Damso,BPM,spotify:track:2fHZHwEp6TP2ClC1S8ihVN,6,0.291,0.852,0.447,0.0214,7,0.105,-12.241,0,0.539,160.065,0.36
Damso,SENTIMENTAL,spotify:track:2BKPabEQlWzx7jSs1XWnp1,6,0.317,0.793,0.487,0.0398,8,0.0976,-9.082,0,0.114,98.974,0.395
"Gazo, LEVELSANTANA",Drill Fr 6 - S.M.B,spotify:track:0UjjRIuiLhAiDXPtIu0tIo,6,0.17,0.826,0.636,0,3,0.0902,-7.994,0,0.422,142.026,0.646
Guy2Bezbar,Guapa,spotify:track:3Gl6hZ2HU7IRqPOF3r7xPd,6,0.126,0.828,0.732,0,2,0.11,-7.279,1,0.351,130.056,0.819
GLK,Bep,spotify:track:05w2MGPTQz0Jfq7h5YoH4n,6,0.167,0.835,0.789,0.011,1,0.0841,-4.39,1,0.0537,139.988,0.699
Soprano,Près des étoiles,spotify:track:3Mxx5gTDRjUF5u7q5NRChG,6,0.0081,0.695,0.74,0,11,0.151,-5.484,0,0.0366,119.827,0.281
"Jazzy Bazz, Laylow",.RAW Spleen,spotify:track:0OvE9YYXlk32ZehokyrS2c,6,0.544,0.672,0.723,0,2,0.0634,-7.586,0,0.173,83.974,0.333
"Bekar, PLK",Fisheye,spotify:track:2ioplwl3pQMu5dmiiGupoT,6,0.132,0.713,0.684,0,1,0.185,-7.286,0,0.117,140.062,0.748
Esteban,Gotham City,spotify:track:7iYsCLGZdzo1bD8nX4lQCk,6,0.27,0.923,0.574,7.18e-06,2,0.11,-8.685,1,0.428,134.964,0.425
"Céline Dion, Jean-Jacques Goldman",J'irai où tu iras (with Jean-Jacques Goldman),spotify:track:17LZKLjQxH2w67xMa8mWML,6,0.273,0.604,0.963,6.62e-06,7,0.374,-5.572,1,0.0906,174.718,0.695
"The Weeknd, Daft Punk",Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,6,0.141,0.679,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,0.486
"Kodes, Zola",Ghini Ghini,spotify:track:3qDICBGWYjvp3G7vdDXu2Q,6,0.0588,0.963,0.494,0,11,0.0912,-6.982,1,0.352,123.047,0.479
Zkr,Focus,spotify:track:2YIzjqpVyjFwF9I1oGKMRR,6,0.754,0.79,0.261,0,5,0.108,-12.108,0,0.148,139.98,0.835
Oliver Tree,Life Goes On,spotify:track:0eu4C55hL6x29mmeAjytzC,6,0.186,0.7,0.49,0,0,0.117,-5.187,1,0.076,79.982,0.569
PLK,Pas de sentiments,spotify:track:2Jqwwo5cUjQZ3d43BuCVlk,6,0.0501,0.534,0.523,0,1,0.291,-9.44,1,0.438,155.986,0.249
PLK,POL-AK,spotify:track:614wjfYMFLyT3fILfpny2H,6,0.0148,0.549,0.597,0.000102,1,0.351,-8.572,1,0.0703,129.49,0.0789
Leto,Power,spotify:track:7J641SlIPU2cHLEgmFyb5a,6,0.292,0.825,0.744,0,8,0.0656,-6.334,1,0.193,96.915,0.407
"Yuz Boy, Bassey Kone",Yafama - Nouvelle École,spotify:track:2rd3kchMtUoVCP7S7a0Lxa,6,0.487,0.731,0.407,0,7,0.209,-9.757,0,0.315,74.003,0.161
Damso,D'JA ROULÉ,spotify:track:6uNAgsZPuMM5InDczRkbnN,6,0.0201,0.876,0.494,0.609,2,0.112,-8.76,1,0.133,148.015,0.287
Leto,Zaza,spotify:track:3UCZaDvdrtT0qeVYpwUXum,6,0.157,0.585,0.587,0,9,0.273,-6.679,1,0.451,97.35,0.724
Bosh,Slide,spotify:track:0jUBH6aktBM2KCNnEZfBWJ,6,0.213,0.906,0.588,0,6,0.0573,-7.404,0,0.215,124.01,0.785
Dua Lipa,Don't Start Now,spotify:track:3PfIrDoz19wz7qK7tYeu62,6,0.0123,0.793,0.793,0,11,0.0951,-4.521,0,0.083,123.95,0.679
Kaaris,Pena Duro,spotify:track:0Bqj2Umn6ft60B2pWXKnLF,6,0.397,0.473,0.866,3.4e-05,1,0.176,-5.867,1,0.353,67.856,0.689
Vald,Pas deux fois,spotify:track:6WvcAaUJZNxku2ZiOWHVHT,6,0.237,0.721,0.711,0,3,0.194,-6.069,0,0.277,73.998,0.538
"Rihanna, Calvin Harris",We Found Love,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,6,0.025,0.734,0.766,0.00138,1,0.108,-4.485,1,0.0383,127.986,0.6
"Jul, Naps, Morad",Toda la noche,spotify:track:1Nht2kJWRqq6upZCOTKsSA,6,0.157,0.792,0.931,0.000377,6,0.0599,-4.019,0,0.0773,130.012,0.756
Yuz Boy,Baby Mama,spotify:track:5XD8dAkKVX2RwjYEjgGY9j,6,0.479,0.681,0.625,0.000165,0,0.163,-5.298,0,0.105,172.076,0.502
Vald,Je ressens rien,spotify:track:1UyBDxF6P4WLJphGiF9djD,6,0.364,0.715,0.742,0,1,0.0985,-6.021,1,0.0938,140.019,0.85
"Mig, Niska",Cardio,spotify:track:2Wwfp0rHRrqKQycll6hKAH,6,0.286,0.782,0.803,1.83e-06,10,0.0995,-6.112,1,0.283,139.069,0.737
Vald,Un mot,spotify:track:2OtS79y1U6ZbuHkP4AzFs0,6,0.143,0.751,0.607,0,4,0.167,-5.775,0,0.0776,109.919,0.132
"Travis Scott, Drake",MELTDOWN (feat. Drake),spotify:track:67nepsnrcZkowTxMWigSbb,6,0.012,0.557,0.774,0,7,0.396,-5.275,0,0.351,111.975,0.397
"Nahir, Lacrim",Glock (feat. Lacrim),spotify:track:6z2sr4cSjNmVFvxO0vzC2L,6,0.171,0.883,0.789,4.46e-06,1,0.111,-5.361,1,0.15,138.993,0.632
Beendo Z,ᚷ. INSPIRÉ DE FAITS RÉELS #6,spotify:track:0QqP2jJFb8RhGjugYSbFxf,6,0.0943,0.536,0.57,0,1,0.0611,-10.641,1,0.349,142.427,0.46
Ziak,Chrome,spotify:track:614cHCtjG7HysNKriC0zFb,6,0.109,0.816,0.639,0.00135,1,0.0791,-7.204,1,0.316,149.928,0.567
Billie Eilish,Your Power,spotify:track:5qNh5WtzMbfpSj2jLlBkoD,6,0.937,0.634,0.285,0.000359,9,0.232,-14.007,0,0.0807,129.65,0.203
Twenty One Pilots,Stressed Out,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,6,0.0462,0.734,0.637,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,0.648
"Rohff, Jul",Legend,spotify:track:6VMrG12u9D3qZ24DsOtgOZ,6,0.153,0.898,0.858,1.93e-06,7,0.292,-4.335,1,0.247,112.997,0.592
Mig,30 Septembre,spotify:track:68QZPrPBJS7mHyC2IKAQ45,6,0.234,0.701,0.579,0,2,0.0892,-8.073,1,0.316,124.179,0.115
Ziak,Tomb Raider,spotify:track:7F7mrivCzAPYZ650y1eoeJ,6,0.355,0.825,0.768,0,2,0.106,-9.096,1,0.434,149.945,0.633
Green Montana,PARFUM,spotify:track:5ZMxGGQv2jK9lwtGaGH5RL,6,0.232,0.871,0.449,0.00256,8,0.14,-9.224,0,0.376,140.153,0.548
Hamza,Tsunami,spotify:track:5nPUi1FjzXA2Ur35LIS0X3,6,0.058,0.937,0.571,6.98e-05,1,0.109,-8.123,0,0.287,136.01,0.563
Sirine Jne,Plus besoin,spotify:track:4ClUVDpgKPUKGzWjhZhUuG,6,0.766,0.594,0.371,0,3,0.127,-9.982,0,0.0523,145.027,0.472
Vald,Rappeur conscient,spotify:track:5UgxIxOJKTSW3MEsyHg64S,6,0.305,0.68,0.834,0,11,0.256,-4.362,0,0.274,61.618,0.561
Hamza,Murder,spotify:track:3LK81r3yptHlliNgLBo1UC,6,0.0323,0.902,0.472,5.7e-06,7,0.0564,-8.826,1,0.337,94.017,0.47
Favé,Vibes,spotify:track:5Ewrq10sWq0WYTSW6Br57l,6,0.0894,0.875,0.695,6.52e-05,2,0.102,-5.918,1,0.207,94.067,0.581
"Hamza, CKay",Cocoro,spotify:track:6kjNnf3xoreZJHvZ1oSARR,6,0.0115,0.716,0.677,3.22e-05,7,0.178,-5.82,0,0.251,172.145,0.552
Selena Gomez,Single Soon,spotify:track:6iF4RgIjDvDqyW13PezSj3,6,0.00863,0.61,0.571,0,2,0.131,-5.649,1,0.0782,105.01,0.747
Laeti,Rider toute la night - version symphonique,spotify:track:1sETZE5nEjsBiciLgsWof3,6,0.69,0.487,0.455,0,6,0.107,-5.637,0,0.0446,154.031,0.229
"Kaza, Maes",N26 (feat. Maes),spotify:track:00425NiwsF8LefyoOy8HB3,6,0.341,0.639,0.781,3.74e-05,2,0.11,-7.259,0,0.0498,155.899,0.566
Burna Boy,On the Low,spotify:track:1PoJXULCvl03b1fiZmMxmd,6,0.692,0.816,0.781,0.00928,1,0.0835,-4.237,0,0.0425,99.95,0.937
"UZI, Timal, ISK",T'abuses,spotify:track:1J6VPJJf6B0tQ8gjzTRxV7,6,0.0596,0.852,0.641,0,4,0.0742,-6.271,0,0.205,135.033,0.573
Jul,DP sur le maillot,spotify:track:2t3Z2xxL6gjECHxrRkTLMN,6,0.179,0.879,0.753,0,6,0.095,-4.849,0,0.167,129.99,0.644
Josman,Mort Ce soir,spotify:track:3fafoRdrimdbPpJJ0wBFAA,6,0.255,0.499,0.654,0,9,0.101,-7.312,0,0.483,77.162,0.449
Jul,Alcantara,spotify:track:4VvSKm5jmeaDh5w01h09aa,6,0.709,0.626,0.658,0,3,0.0975,-5.992,0,0.597,98.014,0.442
"Maes, Morad",Criminel,spotify:track:1o3nr1jAxdDigVleBhTVFG,6,0.146,0.701,0.666,0,4,0.126,-4.945,0,0.165,95.03,0.472
Disiz,SUBLIME,spotify:track:3nR6ytbSKOF4NxsgqrYG9u,6,0.853,0.662,0.288,9.93e-05,1,0.217,-12.89,0,0.181,137.934,0.562
Josman,AhGars!,spotify:track:01Vz9TC2qmgZEjlBnVQoyb,6,0.307,0.836,0.39,2.07e-06,7,0.116,-9.696,0,0.124,137.998,0.648
Djadja & Dinaz,Full Black,spotify:track:2JCHDoITWNBZXeXzDtGiH2,6,0.537,0.56,0.6,0.00663,7,0.145,-7.864,0,0.159,121.512,0.596
"Hiro, Ninho",A découvert,spotify:track:3UN8IJKJuNX0xYAh1qApbI,6,0.329,0.831,0.539,0,7,0.176,-7.147,1,0.133,113.325,0.538
Coelho,AMF - Nouvelle École,spotify:track:0su56748WvAwZDecsY8ZNZ,6,0.151,0.815,0.693,0,7,0.11,-6.646,1,0.247,130.035,0.636
Maes,Omerta,spotify:track:60vv2FTa31yyaYlJuDC7rI,6,0.274,0.805,0.504,0,1,0.0902,-5.629,0,0.133,95.024,0.686
"Maes, Niska",B22,spotify:track:19f3WsiGZq0nG0bboLa7th,6,0.339,0.737,0.852,0,7,0.141,-5.483,0,0.0457,114.03,0.655
Naps,Sensas,spotify:track:142JpcXpYMTXqxfwr5LthZ,6,0.0978,0.79,0.843,0,5,0.0904,-6.034,0,0.0534,135.959,0.707
Zkr,Temps perdu,spotify:track:0YFuRRuUdNgpvM3G2a9lQ9,6,0.561,0.648,0.78,0,9,0.119,-4.008,1,0.266,96.202,0.447
Stromae,La solassitude,spotify:track:09IE6tsb0tL0VLGH4GxCOO,6,0.653,0.569,0.536,0,7,0.177,-9.654,0,0.42,107.277,0.629
S-Crew,Encore,spotify:track:3AWFZCTtJ225g6GZl12ToZ,6,0.587,0.679,0.692,0.000235,1,0.0779,-7.722,0,0.404,199.878,0.508
"Rsko, Aya Nakamura",Contvct (feat. Aya Nakamura),spotify:track:7BIPJBIGoxQTn3i748Wk0j,6,0.408,0.615,0.605,0,1,0.0866,-5.83,0,0.325,174.07,0.738
"Dadju, PLK",Saigne,spotify:track:65kX2Pk7SWKHgXKbFsX3MA,6,0.697,0.706,0.573,0,1,0.103,-7.021,1,0.0634,94.979,0.479
Lorenzo,Lorenzo,spotify:track:1QCfgZoxEqZs2ag5qcLGN7,6,0.849,0.617,0.61,0,4,0.106,-10.006,1,0.419,155.017,0.514
"Rimkus, Lacrim",Santorini,spotify:track:3bgk9ObgTnp569Pe7XDST8,6,0.0995,0.9,0.825,0.00165,0,0.0685,-6.065,1,0.145,114.955,0.731
"No Limit, Tayc, Hamza",Laisse moi te dire,spotify:track:7dq6t0RK55zKi6CRsbnMJT,6,0.391,0.773,0.713,0.00246,8,0.185,-8.201,0,0.0815,112.099,0.839
Lorenzo,Catastrophe,spotify:track:3FIgHsTYRfnQNDXAJCEFMs,6,0.16,0.889,0.714,0,11,0.221,-5.113,0,0.296,135.021,0.934
Jul,Mental d'or et de platine,spotify:track:0RTnQ1qZ9BHGnO9udzdIs5,6,0.432,0.833,0.691,8.23e-06,9,0.126,-5.492,0,0.0839,102.003,0.766
Jul,G-shock,spotify:track:4AXFgAmNoHv9dxu9d35MQP,6,0.0676,0.913,0.888,0,7,0.149,-4.203,0,0.0624,124.008,0.907
"Bon Entendeur, Isabelle Pierre",Le temps est bon,spotify:track:2U5kSevItDmL0XzSDyemRp,6,0.237,0.573,0.679,6.82e-05,3,0.375,-5.693,1,0.079,98.085,0.583
Dinos,Interlude,spotify:track:4wFKtnF1T9ohxnUdfKQ2no,6,0.875,0.429,0.364,5.5e-06,11,0.15,-12.369,1,0.0468,86.107,0.255
"Laylow, Alpha Wann, Wit.",STUNTMEN (feat. Alpha Wann & Wit.) - version single,spotify:track:0jPkFaUB4hlHROZG7KWnNa,6,0.0573,0.885,0.611,3.68e-06,8,0.374,-7.954,1,0.35,130.021,0.631
"Jul, Elai",Chocolata,spotify:track:27G9K6OFL17tQc14q5EUEA,6,0.407,0.946,0.704,0.00139,11,0.126,-6.94,0,0.0798,124.989,0.593
"Gazo, Skread",GRA GRA BOOM (feat. Skread),spotify:track:3aOzpOcVaAXCb2bkabANde,6,0.316,0.668,0.773,4.91e-05,5,0.115,-5.841,1,0.0648,143.0,0.492
"Lorenzo, Heuss L'enfoiré",Dans l'appart',spotify:track:5yVT3POgDl2udDzQ60umKO,6,0.148,0.739,0.891,0,3,0.213,-4.973,1,0.17,132.874,0.829
Luidji,Foufoune Palace,spotify:track:1PS1iGV5JL3hLwtRgI7zFo,6,0.524,0.794,0.61,0,1,0.123,-5.746,0,0.177,121.211,0.807
