Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date
Mac Miller,The Spins,spotify:track:7FAFkQQZFeNwOFzTrSDFIh,119,0.0135,0.794,0.766,0.0,9.0,0.0785,-3.894,0.0,0.0377,127.006,0.55,2010-08-13
The Weeknd,Die For You,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,119,0.111,0.586,0.525,0.0,1.0,0.134,-7.163,0.0,0.0615,133.629,0.508,2016-11-24
SZA,Good Days,spotify:track:4PMqSO5qyjpvzhlLI5GnID,117,0.418,0.461,0.651,1.26e-05,1.0,0.782,-8.81,0.0,0.0568,121.07,0.383,2022-12-09
"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),spotify:track:7KA4W4McWYRpgf0fWsJZWB,113,0.371,0.558,0.559,7.49e-06,6.0,0.109,-9.222,1.0,0.0959,78.558,0.62,2017-07-21
Steve Lacy,Dark Red,spotify:track:3EaJDYHA0KnX88JvDhL9oa,113,0.446,0.603,0.784,8.32e-06,6.0,0.119,-4.023,1.0,0.062,172.041,0.769,2017-02-20
Billie Eilish,when the party's over,spotify:track:43zdsphuZLzwA9k4DJhU0I,112,0.978,0.367,0.111,3.97e-05,4.0,0.0897,-14.084,1.0,0.0972,82.642,0.198,2019-03-29
"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),spotify:track:65OVbaJR5O1RmwOQx0875b,112,0.0618,0.578,0.449,2.17e-06,1.0,0.119,-6.349,1.0,0.286,136.006,0.1,2021-03-05
Juice WRLD,Armed And Dangerous,spotify:track:5wujBwqG7INdStqGd4tRMX,112,0.186,0.736,0.67,0.0,10.0,0.114,-6.702,1.0,0.311,130.032,0.845,2018-12-10
"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),spotify:track:3QFInJAm9eyaho5vBzxInN,110,0.00588,0.711,0.611,0.0,1.0,0.23,-5.453,1.0,0.33,134.093,0.144,2021-09-10
YNW Melly,Murder on My Mind,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,109,0.145,0.759,0.73,3.06e-06,0.0,0.11,-7.985,0.0,0.0516,115.007,0.74,2018-08-03
Beach House,Space Song,spotify:track:7H0ya83CMmgFcOhw0UB6ow,107,0.229,0.508,0.792,0.124,0.0,0.145,-7.311,0.0,0.0297,147.067,0.601,2015-08-28
"Dua Lipa, DaBaby",Levitating (feat. DaBaby),spotify:track:5nujrmhLynf4yMoMtj8AQF,106,0.00883,0.702,0.825,0.0,6.0,0.0674,-3.787,0.0,0.0601,102.977,0.915,2020-03-27
blackbear,hot girl bummer,spotify:track:2mt1IqcFyY1zmYZT8Q3xw9,105,0.125,0.782,0.559,0.0,6.0,0.385,-7.106,0.0,0.0767,129.992,0.685,2020-08-21
Kendrick Lamar,HUMBLE.,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,105,0.000282,0.908,0.621,5.39e-05,1.0,0.0958,-6.638,0.0,0.102,150.011,0.421,2017-04-14
Eminem,Without Me,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,104,0.00286,0.908,0.669,0.0,7.0,0.237,-2.827,1.0,0.0738,112.238,0.662,2002-05-26
The Neighbourhood,Daddy Issues,spotify:track:5E30LdtzQTGqRvNd7l6kG5,102,0.0678,0.588,0.521,0.149,10.0,0.123,-9.461,1.0,0.0329,85.012,0.337,2015-10-30
Post Malone,Wow.,spotify:track:7xQAfvXzm3AkraOtGPWIZg,101,0.136,0.829,0.539,1.78e-06,11.0,0.103,-7.359,0.0,0.208,99.96,0.388,2019-09-06
The Weeknd,The Hills,spotify:track:7fBv7CLKzipRk6EC6TWHOB,101,0.0671,0.585,0.564,0.0,0.0,0.135,-7.063,0.0,0.0515,113.003,0.137,2015-08-28
Post Malone,Better Now,spotify:track:7dt6x5M1jzdTEt8oCbisTK,100,0.331,0.68,0.578,0.0,10.0,0.135,-5.804,1.0,0.04,145.038,0.341,2018-04-27
The Weeknd,Save Your Tears,spotify:track:5QO79kh1waicV47BqGRL3g,100,0.0212,0.68,0.826,1.24e-05,0.0,0.543,-5.487,1.0,0.0309,118.051,0.644,2020-03-20
Polo G,Martin & Gina,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,100,0.345,0.832,0.534,0.0,1.0,0.165,-7.813,0.0,0.253,93.924,0.116,2020-05-15
Lewis Capaldi,Before You Go,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,99,0.604,0.459,0.575,0.0,3.0,0.0885,-4.858,1.0,0.0573,111.881,0.183,2019-11-22
"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),spotify:track:7FIWs0pqAYbP91WWM0vlTQ,97,0.145,0.808,0.745,0.0,10.0,0.292,-5.26,0.0,0.342,165.995,0.829,2020-01-17
Conan Gray,Heather,spotify:track:4xqrdfXkTW4T0RauPLv3WA,96,0.584,0.357,0.425,0.0,5.0,0.322,-7.301,1.0,0.0333,102.078,0.27,2020-03-20
Billie Eilish,bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m,95,0.328,0.701,0.425,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,0.562,2019-03-29
"Mustard, Roddy Ricch",Ballin' (with Roddy Ricch),spotify:track:3QzAOrNlsabgbMwlZt7TAY,94,0.392,0.809,0.545,0.0,7.0,0.151,-6.678,1.0,0.0735,97.008,0.244,2019-06-28
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),spotify:track:567e29TDzLwZwfDuEpGTwo,94,0.0383,0.591,0.764,0.0,1.0,0.103,-5.484,1.0,0.0483,169.928,0.478,2021-07-27
"Juice WRLD, YoungBoy Never Broke Again",Bandit (with YoungBoy Never Broke Again),spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,94,0.0687,0.474,0.631,0.0,5.0,0.132,-5.884,0.0,0.343,180.051,0.425,2019-10-04
"Juice WRLD, Marshmello",Come & Go (with Marshmello),spotify:track:2Y0wPrPQBrGhoLn14xRYCG,93,0.0172,0.625,0.814,0.0,0.0,0.158,-5.181,1.0,0.0657,144.991,0.535,2020-07-10
"Polo G, Lil Tjay",Pop Out (feat. Lil Tjay),spotify:track:6uFn47ACjqYkc0jADwEdj1,93,0.15,0.772,0.639,0.0,1.0,0.0698,-7.119,1.0,0.467,168.112,0.261,2019-06-07
"Bad Bunny, Jhayco",DÁKITI,spotify:track:4MzXwWMhyBbmu6hOcLVD49,93,0.401,0.731,0.573,5.22e-05,4.0,0.113,-10.059,0.0,0.0544,109.928,0.145,2020-11-27
Dua Lipa,Don't Start Now,spotify:track:3PfIrDoz19wz7qK7tYeu62,92,0.0123,0.793,0.793,0.0,11.0,0.0951,-4.521,0.0,0.083,123.95,0.679,2020-03-27
Harry Styles,Adore You,spotify:track:3jjujdWJ72nww5eGnfs2E7,92,0.0237,0.676,0.771,7e-06,8.0,0.102,-3.675,1.0,0.0483,99.048,0.569,2019-12-13
Roddy Ricch,The Box,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,91,0.104,0.896,0.586,0.0,10.0,0.79,-6.687,0.0,0.0559,116.971,0.642,2019-12-06
"Kanye West, Dwele",Flashing Lights,spotify:track:5TRPicyLGbAF2LGBFbHGvO,90,0.0381,0.639,0.628,0.0,6.0,0.386,-7.578,0.0,0.0399,90.482,0.43,2007-09-11
"Meek Mill, Drake",Going Bad (feat. Drake),spotify:track:2IRZnDFmlqMuOrYOLnZZyc,90,0.259,0.889,0.496,0.0,4.0,0.252,-6.365,0.0,0.0905,86.003,0.544,2018-11-30
J. Cole,Wet Dreamz,spotify:track:4tqcoej1zPvwePZCzuAjJd,89,0.0697,0.495,0.722,0.0,6.0,0.113,-8.108,0.0,0.357,175.627,0.539,2014-12-09
Juice WRLD,Wishing Well,spotify:track:2U5WueTLIK5WJLD7mvDODv,89,0.00336,0.65,0.613,0.0,9.0,0.267,-6.13,0.0,0.128,149.972,0.0804,2020-07-10
DaBaby,BOP,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,89,0.189,0.769,0.787,0.0,11.0,0.129,-3.909,1.0,0.367,126.77,0.836,2019-09-27
BØRNS,Electric Love,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,88,0.00543,0.611,0.797,0.00137,6.0,0.26,-7.627,0.0,0.0533,120.041,0.518,2015-10-16
Lil Mosey,Blueberry Faygo,spotify:track:22LAwLoDA5b4AaGSkg6bKW,88,0.207,0.774,0.554,0.0,0.0,0.132,-7.909,1.0,0.0383,99.034,0.349,2020-02-06
"Drake, 21 Savage, Project Pat",Knife Talk (with 21 Savage ft. Project Pat),spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,88,0.0635,0.849,0.424,0.0,5.0,0.0834,-9.579,0.0,0.324,145.887,0.153,2021-09-03
Dan + Shay,Speechless,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,88,0.356,0.616,0.438,0.0,1.0,0.24,-5.968,1.0,0.0298,135.929,0.386,2018-06-22
Travis Scott,HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW,87,0.0546,0.598,0.427,5.83e-06,7.0,0.21,-8.764,0.0,0.0317,76.469,0.0605,2019-10-04
"Future, Drake",Life Is Good (feat. Drake),spotify:track:1K5KBOgreBi5fkEHvg5ap3,87,0.067,0.795,0.574,0.0,2.0,0.15,-6.903,0.0,0.487,142.053,0.537,2020-05-15
"Machine Gun Kelly, blackbear",my ex's best friend (with blackbear),spotify:track:7kDUspsoYfLkWnZR7qwHZl,86,0.00473,0.731,0.675,0.0,5.0,0.141,-5.134,0.0,0.0434,124.939,0.298,2020-09-25
Olivia Rodrigo,drivers license,spotify:track:5wANPM4fQCJwkGd4rN57mH,86,0.768,0.561,0.431,1.42e-05,10.0,0.106,-8.81,1.0,0.0578,143.875,0.137,2021-05-21
"Jordan Davis, Luke Bryan",Buy Dirt,spotify:track:69AIpwGNLxr4qS1X5ynx60,86,0.639,0.586,0.559,0.0,4.0,0.0872,-6.725,1.0,0.05,177.945,0.437,2021-05-21
"Marshmello, Bastille",Happier,spotify:track:2dpaYNEQHiRxtZbfNsse99,85,0.191,0.687,0.792,0.0,5.0,0.167,-2.749,1.0,0.0452,100.015,0.671,2018-08-17
Kanye West,Bound 2,spotify:track:3sNVsP50132BTNlImLx70i,84,0.145,0.367,0.665,0.0,1.0,0.113,-2.821,1.0,0.0465,148.913,0.31,2013-06-18
"Diplo, Morgan Wallen",Heartless (feat. Morgan Wallen),spotify:track:3FU6urUVsgXa6RBuV2PdRk,82,0.275,0.765,0.556,0.0,11.0,0.0824,-6.417,1.0,0.0512,111.033,0.274,2020-05-29
Olivia Rodrigo,deja vu,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,82,0.584,0.442,0.612,5.7e-06,2.0,0.37,-7.222,1.0,0.112,180.917,0.178,2021-05-21
"benny blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),spotify:track:7FGq80cy8juXBCD2nrqdWU,82,0.549,0.632,0.686,0.0,6.0,0.2,-7.665,0.0,0.243,89.949,0.329,2018-12-07
"A Boogie Wit da Hoodie, 6ix9ine",Swervin (feat. 6ix9ine),spotify:track:1wJRveJZLSb1rjhnUHQiv6,80,0.0153,0.581,0.662,0.0,9.0,0.111,-5.239,1.0,0.303,93.023,0.434,2018-12-21
Childish Gambino,Redbone,spotify:track:0wXuerDYiBnERgIpbb3JBR,80,0.169,0.743,0.344,0.00879,1.0,0.103,-11.174,1.0,0.118,160.15,0.577,2016-12-02
"Doja Cat, SZA",Kiss Me More (feat. SZA),spotify:track:3DarAbFujv6eYNliUTyqtz,80,0.259,0.764,0.705,8.92e-05,8.0,0.12,-3.463,1.0,0.0284,110.97,0.781,2021-06-25
Harry Styles,As It Was,spotify:track:4Dvkj6JhhA12EX05fT7y2e,79,0.342,0.52,0.731,0.00101,6.0,0.311,-5.338,0.0,0.0557,173.93,0.662,2022-05-20
Ariana Grande,7 rings,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,79,0.592,0.778,0.317,0.0,1.0,0.0881,-10.732,0.0,0.334,140.048,0.327,2019-02-08
"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,spotify:track:6PGoSes0D9eUDeeAafB2As,78,0.264,0.8,0.585,0.0,10.0,0.153,-7.343,1.0,0.0924,126.058,0.779,2017-04-14
Olivia Rodrigo,good 4 u,spotify:track:4ZtFanR9U6ndgddUvNcjcG,78,0.335,0.563,0.664,0.0,9.0,0.0849,-5.044,1.0,0.154,166.928,0.688,2021-05-21
Lizzo,Truth Hurts,spotify:track:3HWzoMvoF3TQfYg4UPszDq,78,0.11,0.715,0.624,0.0,4.0,0.123,-3.046,0.0,0.114,158.087,0.412,2019-04-19
"Chris Brown, Drake",No Guidance (feat. Drake),spotify:track:6XHVuErjQ4XNm6nDPVCxVX,78,0.123,0.696,0.454,0.0,1.0,0.155,-6.756,0.0,0.153,92.928,0.136,2019-06-28
"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),spotify:track:7ytR5pFWmSjzHJIeQkgog4,78,0.247,0.746,0.69,0.0,11.0,0.101,-7.956,1.0,0.164,89.977,0.497,2020-04-17
Surf Curse,Freaks,spotify:track:7EkWXAI1wn8Ii883ecd9xr,78,3.84e-05,0.345,0.941,0.633,9.0,0.0511,-9.918,1.0,0.0466,179.626,0.407,2021-05-15
"24kGoldn, iann dior",Mood (feat. iann dior),spotify:track:4jPy3l0RUwlUI9T5XHBW2m,78,0.174,0.701,0.716,0.0,7.0,0.324,-3.671,0.0,0.0361,91.007,0.732,2021-03-26
Arizona Zervas,ROXANNE,spotify:track:696DnlkuDOXcMAnKlTgXXK,77,0.0522,0.621,0.601,0.0,6.0,0.46,-5.616,0.0,0.148,116.735,0.457,2019-10-10
Tones And I,Dance Monkey,spotify:track:1rgnBhdG2JDFTbYkYRZAku,77,0.688,0.826,0.593,0.000161,6.0,0.17,-6.401,0.0,0.0976,98.083,0.541,2019-05-10
Pop Smoke,Dior,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,76,0.212,0.548,0.805,0.000389,7.0,0.408,-5.732,1.0,0.351,142.094,0.648,2019-07-26
Zach Bryan,Something in the Orange,spotify:track:3WMj8moIAXJhHsyLaqIIHI,76,0.555,0.369,0.192,8.35e-06,4.0,0.0954,-12.151,0.0,0.04,175.212,0.148,2022-04-22
"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,76,0.866,0.464,0.473,0.0,1.0,0.109,-10.086,1.0,0.129,75.801,0.604,2019-10-17
"Tyler, The Creator",EARFQUAKE,spotify:track:5hVghJ4KaYES3BFUATCYn0,76,0.23,0.554,0.498,5.98e-06,9.0,0.795,-8.866,1.0,0.0685,79.635,0.413,2019-05-17
Juice WRLD,Lean Wit Me,spotify:track:3oDkdAySo1VQQG0ptV7uwa,76,0.0414,0.665,0.651,0.0,1.0,0.0896,-5.515,1.0,0.156,163.935,0.237,2018-12-10
Billie Eilish,ocean eyes,spotify:track:2uIX8YMNjGMD7441kqyyNU,76,0.819,0.475,0.37,0.0577,4.0,0.0841,-7.725,0.0,0.0361,144.828,0.157,2016-11-18
Lil Peep,Star Shopping,spotify:track:6Ox1rvlwEpB49drasQm6RF,75,0.0946,0.538,0.471,0.0185,4.0,0.116,-9.84,0.0,0.0955,93.07,0.307,2015
Olivia Rodrigo,traitor,spotify:track:5CZ40GBx1sQ9agT82CLQCT,75,0.691,0.38,0.339,0.0,3.0,0.12,-7.885,1.0,0.0338,100.607,0.0849,2021-05-21
"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),spotify:track:59nOXPmaKlBfGMDeOVGrIK,75,0.314,0.463,0.642,0.0,1.0,0.0686,-4.474,1.0,0.34,83.389,0.339,2022-04-29
"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),spotify:track:4OBZT9EnhYIV17t4pGw7ig,74,0.793,0.473,0.371,0.0,4.0,0.109,-10.219,0.0,0.0405,75.205,0.413,2017-10-20
Yot Club,YKWIM?,spotify:track:2vWBUC9djv6BtiGlmKiQaH,74,0.937,0.372,0.537,0.873,9.0,0.287,-7.623,1.0,0.0305,123.735,0.228,2019-05-31
Polo G,RAPSTAR,spotify:track:18vXApRmJSgQ6wG2ll9AOg,74,0.41,0.789,0.536,0.0,6.0,0.129,-6.862,1.0,0.242,81.039,0.437,2021-06-11
Tate McRae,you broke me first,spotify:track:45bE4HXI0AwGZXfZtMp8JR,74,0.785,0.667,0.373,0.0,4.0,0.0906,-9.389,1.0,0.05,124.148,0.0823,2020-04-17
Kanye West,Father Stretch My Hands Pt. 1,spotify:track:4KW1lqgSr8TKrvBII0Brf8,74,0.118,0.724,0.573,0.0,7.0,0.538,-4.113,1.0,0.0549,113.088,0.438,2016-06-10
GROUPLOVE,Tongue Tied,spotify:track:0GO8y8jQk1PkHzS31d699N,74,0.00847,0.56,0.936,0.0,3.0,0.161,-5.835,1.0,0.0439,112.96,0.371,2011-09-02
Morgan Wallen,Thought You Should Know,spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb,74,0.506,0.53,0.678,6.23e-06,6.0,0.138,-6.16,1.0,0.0278,140.05,0.508,2023-03-03
DaBaby,Suge,spotify:track:2gwkD6igEhQbDQegRCcdoB,74,0.0608,0.876,0.662,0.0,2.0,0.127,-6.482,0.0,0.426,75.445,0.844,2019-03-01
Noah Cyrus,July,spotify:track:6J2LdBN97cDWn0MLxYh9HB,73,0.868,0.708,0.186,0.0,9.0,0.0779,-8.953,0.0,0.042,72.541,0.322,2020-05-15
Morgan Wallen,You Proof,spotify:track:5W4kiM2cUYBJXKRudNyxjW,73,0.265,0.732,0.839,0.0,9.0,0.602,-5.007,1.0,0.0345,119.724,0.629,2023-03-03
"Post Malone, Quavo",Congratulations,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,73,0.215,0.63,0.804,0.0,6.0,0.253,-4.183,1.0,0.0363,123.146,0.492,2016-12-09
"Pop Smoke, Lil Baby, DaBaby",For The Night (feat. Lil Baby & DaBaby),spotify:track:0PvFJmanyNQMseIFrU708S,72,0.114,0.823,0.586,0.0,6.0,0.193,-6.606,0.0,0.2,125.971,0.347,2020-07-03
"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)",spotify:track:7hxHWCCAIIxFLCzvDgnQHX,72,0.25,0.8,0.658,0.0,1.0,0.111,-6.142,0.0,0.079,140.042,0.462,2020-08-28
ZAYN,Better,spotify:track:1dLXLETYiZohIZWnse4ypG,71,0.353,0.637,0.418,0.0,2.0,0.131,-7.137,1.0,0.301,84.295,0.0807,2020-09-25
James Arthur,Say You Won't Let Go,spotify:track:5uCax9HTNlzGybIStD3vDh,70,0.695,0.358,0.557,0.0,10.0,0.0902,-7.398,1.0,0.059,85.043,0.494,2016-10-28
"Bad Bunny, Chencho Corleone",Me Porto Bonito,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,70,0.0901,0.911,0.712,2.68e-05,1.0,0.0933,-5.105,0.0,0.0817,92.005,0.425,2022-05-06
Bailey Zimmerman,Rock and A Hard Place,spotify:track:1TE8AAk9koG0UJco6ZAUfx,69,0.577,0.582,0.568,0.0,1.0,0.105,-7.3,1.0,0.0275,121.991,0.394,2023-05-12
