Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date
"YUNGBLUD, Halsey, Travis Barker",11 Minutes (with Halsey feat. Travis Barker),spotify:track:4mGdjNMo0RonTlOEb7cYg4,7.0,0.0116,0.464,0.852,0.0,11.0,0.108,-3.804,1.0,0.067,160.075,0.233,2019-02-14
Mohamed Hamaki,و افتكرت,spotify:track:2ZYxLGcohgsKpor8pGMc0o,7.0,0.498,0.61,0.653,0.000353,11.0,0.0925,-8.898,0.0,0.0728,79.909,0.505,2008-03-01
Dzel Uzi,جوارديولا,spotify:track:265EaF8gBPOsbvZKqi0LDv,7.0,0.419,0.603,0.788,0.0,8.0,0.0876,-1.788,1.0,0.372,200.227,0.818,2023-06-07
Muslim,Al Asad We Re3a3,spotify:track:3BzwbtyWEVWWTSdEtv4gHw,7.0,0.382,0.823,0.933,0.0,6.0,0.352,-1.335,0.0,0.172,114.964,0.559,2020-06-10
Lege-Cy,Plan-B,spotify:track:6sUg0oDV2Cgok2M1S7iIsj,7.0,0.616,0.786,0.638,0.00913,11.0,0.114,-9.384,0.0,0.379,159.052,0.673,2021-03-11
NF,Leave Me Alone,spotify:track:3EtyEzMpfKSaoVhPunvbRV,7.0,0.249,0.722,0.741,0.0,1.0,0.151,-3.72,1.0,0.19,162.11,0.46,2019-07-26
Moustafa Hagag,Ah Ya Hanan,spotify:track:3Rar1zyGH01AnrAwqdP6ju,7.0,0.0533,0.761,0.84,0.000157,8.0,0.0504,-6.25,1.0,0.0339,112.978,0.924,2019-07-23
Afroto,NAPALM,spotify:track:2jTDUEAJpaIy7x0c2ZXKKn,7.0,0.0741,0.792,0.564,0.0,5.0,0.258,-9.295,1.0,0.121,120.961,0.335,2022-06-09
Marwan Moussa,BIG MOOD,spotify:track:788ZucIemZrlzHQ6WGdhGY,7.0,0.146,0.765,0.305,2.21e-06,7.0,0.181,-13.53,1.0,0.0936,91.929,0.24,2022-06-24
"Bazzi, 21 Savage",Focus (feat. 21 Savage),spotify:track:2FqqVHvC4eKrsk97vpMRid,7.0,0.00694,0.752,0.703,0.0,1.0,0.143,-5.268,1.0,0.0969,77.021,0.538,2019-08-09
NF,When I Grow Up,spotify:track:5rLyYxZNzca00ENADO9m54,7.0,0.32,0.817,0.814,0.0,2.0,0.152,-3.985,1.0,0.185,109.994,0.247,2019-07-26
Selena Gomez,Rare,spotify:track:7HMmFQsKsljwTw8bS7lu19,7.0,0.208,0.838,0.545,8.01e-05,5.0,0.103,-6.713,1.0,0.0706,114.998,0.631,2020-01-10
The Weeknd,The Hills,spotify:track:7fBv7CLKzipRk6EC6TWHOB,7.0,0.0671,0.585,0.564,0.0,0.0,0.135,-7.063,0.0,0.0515,113.003,0.137,2015-08-28
"Hassan Shakosh, Omar Kamal",Mahragan Chocolata Sayha Gowa Cake,spotify:track:4EpeGh8lqMnvMhN9Hb4qHZ,7.0,0.243,0.91,0.905,0.0,9.0,0.294,-0.714,0.0,0.0473,115.033,0.842,2020-05-27
"Post Malone, The Weeknd",One Right Now (with The Weeknd),spotify:track:00Blm7zeNqgYLPtW6zg8cj,7.0,0.0361,0.687,0.781,0.0,1.0,0.0755,-4.806,1.0,0.053,97.014,0.688,2021-11-05
"Madison Beer, Offset",Hurts Like Hell (feat. Offset),spotify:track:3WefHNGtjexZvi66ZEx9u4,7.0,0.185,0.704,0.56,0.0,1.0,0.0948,-6.791,0.0,0.179,75.003,0.609,2018-11-09
"Ed Sheeran, Travis Scott",Antisocial (with Travis Scott),spotify:track:1DhRbox3xkceP64k3JeYfW,7.0,0.132,0.716,0.823,0.0,5.0,0.361,-5.313,0.0,0.0495,151.957,0.91,2019-07-12
"Nicki Minaj, Maluma, Myriam Fares, FIFA Sound",Tukoh Taka - Official FIFA Fan Festival™ Anthem,spotify:track:7twsd0lwXyy0ARdsTyzHoJ,7.0,0.654,0.963,0.905,0.0481,7.0,0.107,-4.053,1.0,0.117,123.998,0.594,2022-11-18
