Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date
Bad Boy Timz,Move,spotify:track:6g8Ztyoym7VNLEzl8alsJK,38,0.0735,0.646,0.886,0.00158,1.0,0.223,-4.166,0.0,0.129,117.562,0.649,2021-10-13
"Davido, Sunday Service Choir",Stand Strong (feat. Sunday Service Choir),spotify:track:1XUf5lpeTQbrohZWdx6Sbz,38,0.379,0.474,0.691,1.55e-05,6.0,0.135,-5.026,1.0,0.098,94.622,0.602,2022-05-13
Fireboy DML,All Of Us (Ashawo),spotify:track:6459gZKddpOoPIH8PAcCwS,37,0.304,0.605,0.813,0.0033,11.0,0.132,-6.416,1.0,0.0903,199.837,0.748,2022-08-04
Joeboy,Body & Soul,spotify:track:2AaZJAh9FifPCQdba87Hzr,37,0.341,0.805,0.666,3.34e-05,6.0,0.185,-4.487,1.0,0.0357,101.012,0.512,2023-05-19
Khaid,Jolie,spotify:track:7wMYtt3SEquaep8sWCdQqp,37,0.171,0.815,0.534,0.035,1.0,0.137,-5.513,0.0,0.0947,102.099,0.365,2023-01-25
"CKay, Focalistic, Davido, Abidoza","WATAWI (feat. Davido, Focalistic & Abidoza)",spotify:track:0mGcsaIOK2wL7ECV3BN5XD,37,0.623,0.871,0.653,0.403,1.0,0.0883,-6.234,0.0,0.0505,112.995,0.51,2022-09-23
Reekado Banks,Ozumba Mbadiwe,spotify:track:4NLFnAPoMAiuuK8iXnit6W,36,0.424,0.785,0.782,0.00644,5.0,0.108,-6.803,0.0,0.0358,109.961,0.635,2021-10-20
"1da Banton, Kizz Daniel, Tiwa Savage",No Wahala - Remix,spotify:track:4yaPPFIafaVaMRHZ5IHkbA,36,0.585,0.597,0.739,1.59e-05,11.0,0.212,-5.517,0.0,0.168,104.808,0.73,2022-03-02
Seyi Vibez,Bank Of America,spotify:track:0Uc55PpDGme0CGXr7i1vzD,36,0.516,0.505,0.519,7.89e-06,10.0,0.114,-6.165,0.0,0.242,122.403,0.528,2022-11-02
Boy Spyce,Folake,spotify:track:5FCS33n2pWeNBFjQpwKaiH,36,0.204,0.644,0.678,6.33e-05,0.0,0.11,-5.18,1.0,0.222,195.996,0.802,2023-01-27
