Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date
Vaundy,napori,spotify:track:7hDX39mc6Uf6zp8RXYUQ6d,150.0,0.402,0.895,0.366,0.0,11.0,0.0976,-7.448,1.0,0.211,129.845,0.48,2020-05-27
yama,Haru wo Tsugeru,spotify:track:2Gmyw5Vg2X5YW2lM3OC7nD,150.0,0.0397,0.548,0.871,0.0,11.0,0.357,-5.377,1.0,0.123,120.009,0.487,2020-04-17
Vaundy,Kaiju no Hanauta,spotify:track:7dTW21YAJxnAOiUh7Rtu9S,149.0,0.00334,0.335,0.943,0.0,2.0,0.324,-3.176,1.0,0.067,75.093,0.64,2020-05-27
SPITZ,ロビンソン,spotify:track:0sVnyL71jTOuMt9TZ59bws,145.0,0.428,0.623,0.787,0.0,6.0,0.16,-4.339,0.0,0.0274,111.181,0.585,1995
Da-iCE,CITRUS,spotify:track:2IL2asrtx7XM1y8fu2RMnR,145.0,0.22,0.549,0.861,0.0,1.0,0.361,-2.526,1.0,0.0459,82.042,0.739,2021-01-20
YOASOBI,怪物,spotify:track:2vjY3jGKElvqXoaGNEuYef,143.0,0.0655,0.598,0.847,9.92e-05,1.0,0.307,-2.54,1.0,0.205,169.959,0.728,2021-12-01
Superfly,愛をこめて花束を,spotify:track:7CmWXD3w1xOO53AAO4LRVQ,143.0,0.151,0.37,0.8,3.33e-06,7.0,0.089,-3.403,1.0,0.0436,161.934,0.451,2007-04-04
Yorushika,だから僕は音楽を辞めた,spotify:track:5j7ixaLeGTGSv4DzKs0pCM,142.0,0.36,0.65,0.88,0.00369,4.0,0.23,-5.326,1.0,0.0283,124.985,0.921,2019-04-10
BTS,DNA,spotify:track:3uRLwBjI2TahxslcMTvpFs,138.0,0.0217,0.599,0.775,0.0,1.0,0.0678,-4.018,0.0,0.0543,129.817,0.696,2017-09-18
Yuuri,ピーターパン,spotify:track:5MLIlPL6L8RVqL7YSpFdgr,138.0,0.0251,0.633,0.889,0.0,11.0,0.11,-4.285,0.0,0.0482,111.977,0.448,2022-01-12
Mrs. GREEN APPLE,WanteD! WanteD!,spotify:track:7M3TZDUNvaNBo0qtWVaZif,135.0,0.025,0.559,0.806,0.0,0.0,0.0433,-2.461,1.0,0.0498,160.019,0.632,2018-04-17
Anne-Marie,2002,spotify:track:2BgEsaKNfHUdlh97KmvFyo,133.0,0.0372,0.697,0.683,0.0,1.0,0.137,-2.881,0.0,0.117,96.133,0.603,2018-04-27
LiSA,紅蓮華,spotify:track:0qMip0B2D4ePEjBJvAtYre,133.0,0.00321,0.541,0.977,5.13e-05,4.0,0.0796,-2.828,0.0,0.157,134.938,0.263,2020-10-14
HY,366日,spotify:track:22aZD7yaGYfhgCYazL4nbc,133.0,0.675,0.378,0.426,0.0,8.0,0.207,-7.314,1.0,0.0308,152.03,0.184,2008-04-16
"Daoko, Kenshi Yonezu",打上花火,spotify:track:4IouQaO9GkaHC7AtMErdSa,132.0,0.288,0.625,0.668,0.0,6.0,0.107,-4.315,1.0,0.0249,95.968,0.292,2017-12-20
SUDA MASAKI,虹,spotify:track:7eqjbcOZTgZbV0lX2ghtfV,129.0,0.0643,0.543,0.622,0.0,5.0,0.17,-4.735,1.0,0.03,143.931,0.327,2022-03-09
ONE OK ROCK,Wasted Nights,spotify:track:39LyUQIy7idLxPdsjyZsxe,128.0,0.0156,0.556,0.833,0.0,5.0,0.0659,-5.29,1.0,0.0402,125.07,0.374,2019-02-15
back number,ヒロイン,spotify:track:3hBAYbAECEix9raaTq8S3H,128.0,0.209,0.431,0.598,0.0,7.0,0.218,-3.733,1.0,0.0296,76.18,0.356,2015-12-09
